Link	Title
https://www.brandonsmith.ninja/blog/libraries-not-frameworks	
https://www.thedrive.com/the-war-zone/33339/x-37b-space-planes-microwave-power-beam-experiment-is-a-way-bigger-deal-than-it-seems	
https://en.wikipedia.org/wiki/Secessio_plebis	
https://twitter.com/sylefeb/status/1258808333265514497	
https://www.bloomberg.com/news/articles/2020-05-09/ex-google-engineer-who-became-right-wing-hero-quietly-ends-suit	
https://arxiv.org/abs/2005.01583	
https://software.intel.com/content/www/us/en/develop/blogs/can-you-write-a-vectorized-reduction-operation.html	
https://www.fastorslow.com/	
https://fabiensanglard.net/revisiting_the_businesscard_raytracer/index.html	
https://github.com/afiodorov/radixmmap	
https://honkathon.com/2019-08-18-power-bends-light/	
https://marctenbosch.com/news/2020/05/siggraph-2020-technical-paper-n-dimensional-rigid-body-dynamics/	
https://news.mit.edu/2020/foolproof-way-shrink-deep-learning-models-0430	
https://medium.com/starts-with-a-bang/you-are-not-mostly-empty-space-b836ca510313	
https://raft.github.io/raft.pdf	
https://www.theverge.com/2020/5/6/21246229/pc-gaming-cheating-aimbots-wallhacks-hacking-tools-developer-response-problem	
https://www.jackkinsella.ie/articles/how-payments-providers-screw-you	
https://github.com/async-graphql/async-graphql	
https://twitchroulette.net/	
item?id=23118940	
https://imgur.com/gallery/yCh4BNv	
https://www.rockpapershotgun.com/2018/02/23/how-small-game-makers-found-their-community-with-bitsy/	
https://skyriddles.wordpress.com/2020/04/28/recovering-irans-nour-01-military-satellite/	
https://github.com/OpenRA/OpenRA/wiki/AI-Development-Guidelines	
https://git.sr.ht/~rabbits/orca	
https://thetwentyminutevc.com/conorwhitesullivan/	
https://keybase.io/blog/keybase-joins-zoom	
https://www.auroville.org/	
https://www.bloomberg.com/news/articles/2020-05-08/oil-crash-busted-a-broker-s-computers-and-inflicted-huge-losses	
https://stackoverflow.com/questions/61672829/how-does-chrome-decide-what-to-highlight-when-you-double-click-japanese-text/61673028#61673028	
